period,week_from,week_to,raid,boss,class_id,spec_id,spec,raw_logs,top40_logs,top40_median,top70_logs,top70_median,source_url
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,6,0,Blood DK,19,8,55613.0,14,51051.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=6%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,6,1,Frost DK,8,4,45038.0,6,38895.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=6%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,6,2,Unholy DK,8,4,47790.5,6,46460.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=6%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,7,0,Elemental Shaman,24,10,56296.5,17,52824.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=7%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,7,1,Enhancement Shaman,21,9,53792.0,15,46493.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=7%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,8,0,Arcane Mage,38,16,66746.5,27,61357.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=8%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,8,1,Fire Mage,20,8,51532.5,14,47026.5,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=8%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,8,2,Frost Mage,5,2,42026.5,4,36652.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=8%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,9,0,Affliction Warlock,8,4,55099.0,6,54198.5,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=9%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,9,1,Demonology Warlock,44,18,54056.0,31,49094.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=9%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,9,2,Destruction Warlock,4,2,51381.0,3,51045.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=9%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,11,0,Balance Druid,55,22,54644.5,39,51593.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=11%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Morogrim,11,1,Feral Druid,18,8,56493.5,13,51031.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=4&specs=11%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,1,0,Arms Warrior,6,3,40819.0,5,38764.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=1%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,1,1,Fury Warrior,3,2,41102.0,3,40161.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=1%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,2,2,Retribution Paladin,20,8,43542.5,14,41736.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=2%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,3,0,Beast Mastery Hunter,32,13,26550.0,23,23099.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=3%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,3,1,Marksmanship Hunter,6,3,26065.0,5,25169.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=3%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,3,2,Survival Hunter,3,2,26341.5,3,26290.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=3%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,4,0,Assassination Rogue,3,2,40924.0,3,40661.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=4%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,4,1,Combat Rogue,8,4,53894.0,6,52420.5,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=4%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,4,2,Subtlety Rogue,4,2,42368.5,3,41669.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=4%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,5,2,Shadow Priest,23,10,36598.0,17,33908.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=5%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,6,0,Blood DK,13,6,48541.5,10,46835.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=6%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,6,1,Frost DK,6,3,45976.0,5,43905.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=6%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,6,2,Unholy DK,1,1,46469.0,1,46469.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=6%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,7,0,Elemental Shaman,20,8,37769.5,14,34178.5,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=7%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,7,1,Enhancement Shaman,15,6,46377.5,11,42729.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=7%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,8,0,Arcane Mage,31,13,53477.0,22,47992.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=8%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,8,1,Fire Mage,11,5,43358.0,8,41322.5,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=8%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,8,2,Frost Mage,3,2,14400.0,3,13852.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=8%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,9,0,Affliction Warlock,8,4,49052.0,6,46970.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=9%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,9,1,Demonology Warlock,25,10,37508.0,18,35663.5,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=9%3A1
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,9,2,Destruction Warlock,7,3,33074.0,5,31078.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=9%3A2
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,11,0,Balance Druid,30,12,41891.5,21,36645.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=11%3A0
two_weeks,2026-07-30,2026-08-19,SSC,Lady Vashj,11,1,Feral Druid,12,5,41821.0,9,37614.0,https://sirus.su/api/base/x1/leaderboard/pve?ladder=players&type=dps&aggregation=max&week_from=2026-07-30&week_to=2026-08-19&page=1&i=39&boss=5&specs=11%3A1
